Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,Distance in KM,Distance in miles
"Newark, United States Of America - Toronto, Canada",EWR,YYZ,40.7,-74.18,43.68,-79.61,556.51,345.04
"Albuquerque, United States Of America - Kansas City, United States Of America",MCI,ABQ,32.9,-97.04,35.05,-106.63,915.63,567.69
"Accra, Ghana - Lusaka, Zambia",ACC,LUN,-1.3,36.81,-15.33,28.45,1809.79,1122.07
"New York, United States Of America - New York, United States Of America",JFK,LGA,33.4,-110.87,40.77,-73.88,3355.36,2080.32
"Monte Carlo, Monaco - Nice, France",NCE,MCM,43.7,7.21,43.73,7.42,17.2,10.66
"Paris, France - Toulouse, France",TLS,CDG,43.6,1.38,49.01,2.54,608.11,377.03
"Des Moines, United States Of America - Phoenix, United States Of America",DSM,PHX,41.5,-93.65,33.44,-112.03,1847.69,1145.57
"Madrid, Spain - Santiago, Chile",SCL,MAD,-33.4,-70.79,40.46,-3.58,10717.26,6644.7
"Seoul, Republic Of Korea - Zurich, Switzerland",ICN,ZRH,50.1,8.56,47.45,8.57,294.67,182.7
"Albuquerque, United States Of America - San Francisco, United States Of America",SFO,ABQ,37.6,-122.39,35.05,-106.63,1438.23,891.7
"Amsterdam, Netherlands - Edinburgh, United Kingdom",AMS,EDI,52.3,4.75,55.96,-3.34,665.22,412.44
"New York, United States Of America - Zurich, Switzerland",ZRH,JFK,47.5,8.57,40.64,-73.79,6309.9,3912.14
"Takamatsu, Japan - Tokyo, Japan",HND,TAK,35.6,139.75,34.21,134.02,544.81,337.78
"Ankara-esenboga, Turkey - London, United Kingdom",ESB,LHR,41,28.99,51.47,-0.45,2522.39,1563.88
"Hyderabad, India - Madras, India",HYD,MAA,17.5,78.46,13.05,80.23,529.97,328.58
"Kuala Lumpur, Malaysia - Singapore, Singapore",KUL,SIN,2.8,101.71,1.34,103.98,299.97,185.98
"Mexico City, Mexico - Miami, United States Of America",MIA,MEX,33.4,-110.87,19.43,-99.16,1939.13,1202.26
"Bombay, India - Frankfurt, Germany",FRA,BOM,50.1,8.56,19.09,72.86,6569.87,4073.32
"Mexico City, Mexico - Paris, France",CDG,MEX,51.5,-0.45,19.43,-99.16,8909.89,5524.13
"Frankfurt, Germany - San Francisco, United States Of America",SFO,FRA,37.6,-122.39,50.05,8.56,9149.26,5672.54
"Hilton Head Island, United States Of America - Munich, Germany",MUC,HHH,35.2,-80.95,32.23,-80.7,331.06,205.26
"Jacksonville, United States Of America - Philadelphia, United States Of America",PHL,JAX,45.1,-89.01,33.81,-85.76,1285.73,797.15
"Helsinki, Finland - San Francisco, United States Of America",HEL,SFO,51.5,-0.45,37.61,-122.39,8615.75,5341.77
"Hong Kong, Hong Kong - Melbourne, Australia",HKG,MEL,22.3,113.94,-37.67,144.85,7410.48,4594.5
"Bombay, India - Jakarta-soekarno, Indonesia",CGK,BOM,1.3,103.98,19.09,72.86,3924.29,2433.06
"Toronto, Canada - Victoria, Canada",YYZ,YYJ,43.7,-79.61,48.64,-123.43,3371.08,2090.07
"Chicago, United States Of America - West Palm Beach, United States Of America",ORD,PBI,41.6,-98.93,26.69,-80.09,2388.63,1480.95
"Toronto, Canada - Zurich, Switzerland",ZRH,YYZ,50.1,8.56,43.68,-79.61,6338.09,3929.62
"Isle Of Man, United Kingdom - London, United Kingdom",IOM,LGW,54.1,-4.63,51.16,-0.16,444.67,275.7
"London, United Kingdom - Mauritius, Mauritius",LGW,MRU,51.2,-0.16,-20.43,57.68,9749.35,6044.6
"Bozeman, United States Of America - New York, United States Of America",BZN,LGA,44.9,-93.2,40.77,-73.88,1636.44,1014.59
"Santiago, Chile - Sao Paulo, Brazil",SCL,GRU,-33.4,-70.79,-23.42,-46.48,2614.97,1621.28
"London, United Kingdom - Maputo, Mozambique",MPM,LHR,38.8,-9.13,51.47,-0.45,1562.16,968.54
"Charlotte, United States Of America - Montgomery, United States Of America",MGM,CLT,32.3,-86.39,35.22,-80.95,598.45,371.04
"El Paso, United States Of America - New York, United States Of America",LGA,ELP,32.9,-97.04,43.28,-75.82,2176.9,1349.68
"Lebanon, United States Of America - White Plains, United States Of America",LEB,HPN,43.6,-72.31,41.07,-73.7,303.63,188.25
"San Francisco, United States Of America - Seoul, Republic Of Korea",SFO,ICN,37.6,-122.39,37.45,126.66,9073.3,5625.45
"Amsterdam, Netherlands - Stockholm, Sweden",ARN,AMS,60.7,15.85,52.31,4.75,1151.86,714.15
"Dubai, United Arab Emirates - Istanbul, Turkey",IST,DXB,41,28.99,25.25,55.35,2995.62,1857.28
"London, United Kingdom - Vienna, Austria",LHR,VIE,51.5,-0.45,48.2,16.37,1257.28,779.51
"Las Vegas, United States Of America - Miami, United States Of America",LAS,MIA,32,-87.96,33.4,-110.87,2145.05,1329.93
"Belo Horizonte-confins, Brazil - New York, United States Of America",JFK,CNF,-23.4,-46.48,-19.63,-43.96,493.61,306.04
"Bangalore, India - Newark, United States Of America",EWR,BLR,50.1,8.56,12.8,77.65,7432.9,4608.4
"Kuala Lumpur, Malaysia - Taipei, Taiwan",KUL,TPE,2.8,101.71,25.08,121.24,3242.01,2010.05
"Johannesburg, South Africa - London, United Kingdom",LHR,JNB,51.5,-0.45,-26.13,28.23,9076.26,5627.28
"Istanbul, Turkey - Singapore, Singapore",IST,SIN,41,28.99,1.34,103.98,8654.72,5365.93
"Maputo, Mozambique - Tete, Mozambique",MPM,TET,-25.9,32.57,-16.14,33.51,1089.62,675.56
"Kuala Lumpur, Malaysia - Singapore, Singapore",KUL,SIN,2.8,101.71,1.34,103.98,299.97,185.98
"Gran Canaria - Canary Isl, Spain - Tenerife - Canary Islands, Spain",TCI,LPA,35.7,-6.92,27.94,-15.39,1175.82,729.01
"Houston, United States Of America - New York, United States Of America",IAH,LGA,30,-95.34,40.77,-73.88,2275.06,1410.54
"Los Angeles, United States Of America - Toronto, Canada",YYZ,LAX,43.7,-79.61,34.05,-118.24,3476.43,2155.39
"Ottawa, Canada - Toronto, Canada",YOW,YYZ,45.3,-75.67,43.68,-79.61,360.67,223.62
"London, United Kingdom - Naples, Italy",NAP,LGW,40.8,14.25,51.16,-0.16,1596.63,989.91
"Durango, United States Of America - Houston, United States Of America",DRO,IAH,39.8,-104.86,29.98,-95.34,1393.25,863.81
"Miami, United States Of America - Panama City, Panama",MIA,PTY,33.4,-110.87,9.07,-79.38,4207.09,2608.4
"Dubai, United Arab Emirates - Lahore, Pakistan",LHE,DXB,31.5,74.39,25.25,55.35,1984.75,1230.55
"Brussels, Belgium - Frankfurt, Germany",BRU,FRA,50.9,4.48,50.05,8.56,303.75,188.32
"Houston, United States Of America - Tokyo, Japan",NRT,IAH,35.8,140.39,29.98,-95.34,10666.82,6613.43
"Frankfurt, Germany - Sydney, Australia",FRA,SYD,1.3,103.98,-33.92,151.23,6293.67,3902.08
"Munich, Germany - Seoul, Republic Of Korea",ICN,MUC,37.5,126.66,48.34,11.77,8510.26,5276.36
"Geneva, Switzerland - Riyadh, Saudi Arabia",GVA,RUH,46.2,6.11,24.94,46.71,4298.83,2665.27
"San Francisco, United States Of America - Tokyo, Japan",SFO,NRT,37.6,-122.39,35.75,140.39,8228.24,5101.51
"Athens, Greece - Toronto, Canada",YYZ,ATH,50.1,8.56,37.89,23.72,1813.46,1124.35
"Barcelona, Spain - Geneva, Switzerland",GVA,BCN,46.2,6.11,41.3,2.08,633.55,392.8
"Gloucester, United Kingdom - Isle Of Man, United Kingdom",IOM,GLO,54.1,-4.63,60.72,-1.07,766.09,474.98
"Calgary, Canada - Seoul, Republic Of Korea",ICN,YYC,49.2,-123.17,51.13,-114.01,686.3,425.51
"London, United Kingdom - Paris, France",LHR,CDG,51.5,-0.45,49.01,2.54,349.0,216.38
"Bombay, India - Delhi, India",DEL,BOM,28.7,77.26,19.09,72.86,1158.1,718.02
"Beijing, China - Chongqing, China",CKG,PEK,29.6,106.5,40.07,116.58,1481.64,918.62
"Gothenburg, Sweden - Singapore, Singapore",SIN,GOT,50.1,8.56,59.56,16.49,1166.22,723.06
"Bombay, India - Manchester, United Kingdom",BOM,MAN,25.3,55.35,53.37,0.1,5495.98,3407.51
"Birmingham, United Kingdom - Paris, France",BHX,CDG,52.5,-1.73,49.01,2.54,490.56,304.15
"Boston, United States Of America - Frankfurt, Germany",FRA,BOS,50.1,8.56,42.21,-71,5895.74,3655.36
"Hong Kong, Hong Kong - Las Vegas, United States Of America",LAS,HKG,34.1,-118.24,22.32,113.94,11662.1,7230.5
"Copenhagen, Denmark - Zurich, Switzerland",CPH,ZRH,55.6,12.64,47.45,8.57,948.56,588.11
"Frankfurt, Germany - Rome, Italy",FRA,FCO,50.1,8.56,41.9,12.5,960.89,595.75
"Bangalore, India - Bombay, India",BLR,BOM,12.8,77.65,19.09,72.86,866.67,537.34
"Milan, Italy - Zurich, Switzerland",MXP,ZRH,45.5,9.18,47.45,8.57,221.8,137.52
"Calgary, Canada - Frankfurt, Germany",YYC,FRA,51.1,-114.01,50.05,8.56,7527.35,4666.96
"New York, United States Of America - Tokyo, Japan",HND,JFK,35.6,139.75,40.64,-73.79,10871.07,6740.06
"Johannesburg, South Africa - Prague, Czech Republic",PRG,JNB,25.3,55.35,-26.13,28.23,6416.88,3978.47
"Bangkok, Thailand - London, United Kingdom",BKK,LHR,13.7,100.77,51.47,-0.45,9577.07,5937.78
"Dar Es Salaam, United Rep. Of Tanzania - Johannesburg, South Africa",JNB,DAR,-26.1,28.23,-6.88,39.2,2432.88,1508.39
"New York, United States Of America - Vancouver, Canada",JFK,YVR,40.6,-73.79,49.19,-123.17,3930.89,2437.15
"Madrid, Spain - Philadelphia, United States Of America",MAD,PHL,40.5,-3.58,45.05,-89.01,6653.78,4125.34
"Boston, United States Of America - Montreal, Canada",YUL,BOS,45.5,-73.75,42.21,-71,427.08,264.79
"Atlanta, United States Of America - Montgomery, United States Of America",ATL,MGM,42.9,-83.53,32.3,-86.39,1205.08,747.15
"London, United Kingdom - Paris, France",ORY,LHR,48.7,2.37,51.47,-0.45,367.84,228.06
"London, United Kingdom - Mahe Island, Seychelles Islands",LGW,SEZ,25.3,55.35,-4.68,55.52,3333.67,2066.88
"Newark, United States Of America - Vancouver, Canada",EWR,YVR,40.7,-74.18,49.19,-123.17,3896.94,2416.1
"Hyderabad, India - Manchester, United Kingdom",MAN,HYD,25.3,55.35,17.45,78.46,2542.55,1576.38
"Brasilia, Brazil - Sao Paulo, Brazil",CGH,BSB,-23.6,-46.66,-15.86,-47.91,870.52,539.72
"Mexico City, Mexico - New York, United States Of America",JFK,MEX,40.6,-73.79,19.43,-99.16,3368.41,2088.41
"Beijing, China - Hong Kong, Hong Kong",HKG,PEK,22.3,113.94,40.07,116.58,1991.56,1234.77
"Shanghai, China - Taipei, Taiwan",PVG,TPE,31.1,121.8,25.08,121.24,671.64,416.42
"Hong Kong, Hong Kong - Manila, Philippines",MNL,HKG,14.5,121.02,22.32,113.94,1145.79,710.39
"Frankfurt, Germany - Manila, Philippines",FRA,MNL,13.7,100.77,14.51,121.02,2184.96,1354.68
"Eldoret, Kenya - Nairobi, Kenya",EDL,NBO,0.5,35.28,-1.28,36.81,260.99,161.81
"London, United Kingdom - Madrid, Spain",LHR,MAD,51.5,-0.45,40.46,-3.58,1250.88,775.55
"Hong Kong, Hong Kong - Sydney, Australia",SYD,HKG,-33.9,151.23,22.32,113.94,7392.4,4583.29
"Bogota, Colombia - New York, United States Of America",BOG,JFK,4.7,-74.14,40.64,-73.79,3996.5,2477.83
"Detroit, United States Of America - Manila, Philippines",DTW,MNL,35.8,140.39,14.51,121.02,3053.73,1893.31
"Boston, United States Of America - Detroit, United States Of America",DTW,BOS,37.3,-107.75,42.21,-71,3163.54,1961.39
"Seoul, Republic Of Korea - Toronto, Canada",ICN,YYZ,49.2,-123.17,43.68,-79.61,3345.78,2074.38
"Rio De Janeiro, Brazil - Sao Paulo, Brazil",CGH,SDU,-23.6,-46.66,-22.91,-43.17,364.69,226.11
"London, United Kingdom - Singapore, Singapore",LHR,SIN,51.5,-0.45,1.34,103.98,10881.74,6746.68
"Dallas, United States Of America - New York, United States Of America",DFW,LGA,32.9,-97.04,40.77,-73.88,2230.53,1382.93
"Bombay, India - Newark, United States Of America",BOM,EWR,19.1,72.86,40.69,-74.18,12545.1,7777.96
"Los Angeles, United States Of America - Phoenix, United States Of America",PHX,LAX,33.4,-112.03,34.05,-118.24,578.75,358.82
"Melbourne, Australia - Singapore, Singapore",MEL,SIN,-37.7,144.85,1.34,103.98,6035.42,3741.96
"Hong Kong, Hong Kong - Houston, United States Of America",IAH,HKG,34.1,-118.24,22.32,113.94,11662.1,7230.5
"Houston, United States Of America - Los Angeles, United States Of America",LAX,IAH,34.1,-118.24,29.98,-95.34,2201.58,1364.98
"Cincinnati, United States Of America - New York, United States Of America",CVG,JFK,39.1,-84.66,40.64,-73.79,942.69,584.47
"Frankfurt, Germany - Graz, Austria",FRA,GRZ,50.1,8.56,47,15.45,612.82,379.95
"Hong Kong, Hong Kong - Nairobi, Kenya",HKG,NBO,22.3,113.94,-1.28,36.81,8740.6,5419.17
"Delhi, India - Poona, India",DEL,PNQ,28.7,77.26,18.58,73.91,1175.69,728.93
"Rome, Italy - Turin, Italy",TRN,FCO,45.1,7.7,41.9,12.5,525.66,325.91
"Hong Kong, Hong Kong - Madras, India",HKG,MAA,22.3,113.94,13.05,80.23,3706.97,2298.32
"Monterrey, Mexico - Newark, United States Of America",MTY,EWR,30,-95.34,40.69,-74.18,2248.4,1394.01
"Charlottesville, United States Of America - Houston, United States Of America",IAH,CHO,35.2,-80.95,37.23,-88.81,740.11,458.87
"Atlanta, United States Of America - Ft. Lauderdale, United States Of America",ATL,FLL,42.9,-83.53,26.07,-80.13,1896.73,1175.97
"Amsterdam, Netherlands - Madrid, Spain",MAD,AMS,40.5,-3.58,52.31,4.75,1458.03,903.98
"Oakland, United States Of America - San Diego, United States Of America",OAK,SAN,40.2,-97.9,32.7,-102.18,917.31,568.73
"Dallas, United States Of America - Phoenix, United States Of America",DFW,PHX,32.9,-97.04,33.44,-112.03,1395.29,865.08
"Denver, United States Of America - Seattle, United States Of America",DEN,SEA,39.8,-104.86,39.9,-75.59,2487.4,1542.19
"New York, United States Of America - Port Of Spain, Trinidad And Tobago",POS,JFK,10.6,-61.34,40.64,-73.79,3557.17,2205.45
"Boston, United States Of America - Hong Kong, Hong Kong",HKG,BOS,37.6,-122.39,42.21,-71,4346.95,2695.11
"Hong Kong, Hong Kong - Tokyo, Japan",NRT,HKG,35.8,140.39,22.32,113.94,2961.22,1835.96
"Doha, Qatar - Durban, South Africa",DOH,DUR,-26.1,28.23,-29.96,30.95,505.42,313.36
"Bangkok, Thailand - Bombay, India",BKK,BOM,13.7,100.77,19.09,72.86,3033.27,1880.63
"London, United Kingdom - Reykjavik-keflavik, Iceland",KEF,LHR,64,-22.61,51.47,-0.45,1896.69,1175.95
"Cape Town, South Africa - Johannesburg, South Africa",JNB,CPT,-26.1,28.23,-33.97,18.59,1274.26,790.04
"Houston, United States Of America - Zurich, Switzerland",IAH,ZRH,40.7,-74.18,47.45,8.57,6334.67,3927.5
"Frankfurt, Germany - Paris, France",FRA,CDG,50.1,8.56,49.01,2.54,450.7,279.43
"Amsterdam, Netherlands - Stockholm, Sweden",AMS,ARN,52.3,4.75,60.74,15.85,1156.18,716.83
"Calgary, Canada - London, United Kingdom",LHR,YYC,51.5,-0.45,51.13,-114.01,7011.18,4346.93
"Calgary, Canada - Vancouver, Canada",YYC,YVR,51.1,-114.01,49.19,-123.17,685.87,425.24
"Seoul, Republic Of Korea - Vancouver, Canada",YVR,ICN,49.2,-123.17,37.45,126.66,8189.93,5077.76
"Amsterdam, Netherlands - Detroit, United States Of America",DTW,AMS,37.3,-107.75,52.31,4.75,8110.24,5028.35
"Dubai, United Arab Emirates - London, United Kingdom",DXB,LHR,25.3,55.35,51.47,-0.45,5492.26,3405.2
"Houston, United States Of America - New York, United States Of America",LGA,IAH,40.8,-73.88,29.98,-95.34,2277.83,1412.25
"Los Angeles, United States Of America - Salt Lake City, United States Of America",LAX,SLC,34.1,-118.24,40.76,-111.89,928.29,575.54
"Charlotte, United States Of America - Houston, United States Of America",IAH,CLT,30,-95.34,35.22,-80.95,1465.62,908.68
"Dallas, United States Of America - Salt Lake City, United States Of America",SLC,DFW,40.8,-111.89,32.87,-97.04,1585.29,982.88
"Chicago, United States Of America - Tokyo, Japan",ORD,HND,34.1,-118.24,35.55,139.75,8817.06,5466.58
"Moscow, Russia - Nice, France",SVO,NCE,56,37.42,43.67,7.21,2532.99,1570.45
"New York, United States Of America - Newark, United States Of America",LGA,EWR,41.6,-98.93,40.69,-74.18,2067.8,1282.04
"Calcutta, India - Dubai, United Arab Emirates",CCU,DXB,22.7,88.44,25.25,55.35,3365.58,2086.66
"Brussels, Belgium - New York, United States Of America",BRU,JFK,50.9,4.48,40.64,-73.79,5885.99,3649.31
"New York, United States Of America - Tokyo, Japan",LGA,NRT,43.7,-79.61,35.75,140.39,10299.58,6385.74
"Chicago, United States Of America - Quebec, Canada",ORD,YQB,41.6,-98.93,46.79,-71.38,2258.09,1400.02
"Houston, United States Of America - Quebec, Canada",YQB,IAH,41.6,-98.93,29.98,-95.34,1331.69,825.65
"London, United Kingdom - Newark, United States Of America",EWR,LHR,40.7,-74.18,51.47,-0.45,5562.68,3448.86
"London, United Kingdom - Riyadh, Saudi Arabia",LHR,RUH,51.5,-0.45,24.94,46.71,4943.07,3064.7
"Gaborone, Botswana - Johannesburg, South Africa",GBE,JNB,-24.6,25.93,-26.13,28.23,286.95,177.91
"Harare, Zimbabwe - Nairobi, Kenya",NBO,HRE,-1.3,36.81,-17.92,31.1,1950.44,1209.27
"Orlando-intl, United States Of America - Philadelphia, United States Of America",PHL,MCO,45.1,-89.01,28.44,-81.31,1973.07,1223.3
"Amsterdam, Netherlands - Boston, United States Of America",BOS,AMS,42.2,-71,52.31,4.75,5557.64,3445.74
"Miami, United States Of America - Zurich, Switzerland",ZRH,MIA,47.5,8.57,33.4,-110.87,9185.72,5695.15
"London, United Kingdom - Milan, Italy",LCY,LIN,51.5,0.05,45.47,9.18,948.58,588.12
"Perth, Australia - Sydney, Australia",SYD,PER,-33.9,151.23,-31.94,115.97,3282.32,2035.04
"Beirut, Lebanon - Doha, Qatar",DOH,BEY,25.3,51.56,33.82,35.49,1816.81,1126.42
"Chicago, United States Of America - New Orleans, United States Of America",ORD,MSY,41.6,-98.93,29.98,-90.26,1508.39,935.2
"Miami, United States Of America - New Orleans, United States Of America",MSY,MIA,30,-90.26,33.4,-110.87,1982.66,1229.25
"Bombay, India - Dubai, United Arab Emirates",BOM,DXB,19.1,72.86,25.25,55.35,1926.18,1194.23
"San Francisco, United States Of America - Seoul, Republic Of Korea",ICN,SFO,37.5,126.66,37.61,-122.39,9068.88,5622.71
"Charlotte, United States Of America - White Plains, United States Of America",CLT,HPN,35.2,-80.95,41.07,-73.7,909.34,563.79
"Athens, Greece - Larnaca, Cyprus",ATH,LCA,37.9,23.72,34.88,33.63,947.88,587.69
"Amsterdam, Netherlands - Vienna, Austria",VIE,AMS,48.2,16.37,52.31,4.75,942.55,584.38
"London, United Kingdom - New York, United States Of America",JFK,LHR,40.6,-73.79,51.47,-0.45,5543.95,3437.25
"Stockholm, Sweden - Zurich, Switzerland",ZRH,ARN,47.5,8.57,60.74,15.85,1544.53,957.61
"Copenhagen, Denmark - Frankfurt, Germany",CPH,FRA,55.6,12.64,50.05,8.56,674.99,418.49
"Madrid, Spain - Paris, France",MAD,CDG,40.5,-3.58,49.01,2.54,1061.67,658.24
"London, United Kingdom - Lyon, France",LHR,LYS,51.5,-0.45,43.13,-0.35,930.73,577.05
"Shenzhen, China - Tsinan, China",TNA,SZX,36.7,116.97,22.53,113.97,1601.83,993.13
"Hong Kong, Hong Kong - Singapore, Singapore",HKG,SIN,22.3,113.94,1.34,103.98,2567.49,1591.84
"Bogota, Colombia - Santiago, Chile",SCL,BOG,-33.4,-70.79,4.7,-74.14,4251.19,2635.74
"Bilbao, Spain - Santiago De Compostela, Spain",SCQ,BIO,42.9,-8.42,43.31,-2.91,449.56,278.73
"New York, United States Of America - Saginaw, United States Of America",LGA,MBS,37.3,-107.75,43.53,-84.09,2110.79,1308.69
"Gaborone, Botswana - London, United Kingdom",LHR,GBE,-26.1,28.23,-24.56,25.93,287.67,178.36
"Seoul, Republic Of Korea - Tokyo, Japan",HND,GMP,35.6,139.75,37.56,126.79,1176.56,729.47
"Johannesburg, South Africa - Windhoek, Namibia",WDH,JNB,-22.5,17.47,-26.13,28.23,1162.11,720.51
